Revisão	B-Evento
de	I-UnidadeOrganica
“Service	I-UnidadeOrganica
Management	I-UnidadeOrganica
&	O
amp	O
;	O
Control”	O
na	O
NATO	B-Localizacao
(	I-Localizacao
Headquarters	I-Localizacao
)	I-Localizacao
.	O
Este	O
seminário	O
realiza-se	O
no	O
âmbito	O
da	O
UC	O
de	O
Arquitetura	O
de	O
Sistemas	O
de	O
Informação	O
do	O
MESG	B-UnidadeOrganica
.	O
A	O
participação	O
é	O
livre	O
,	O
sujeita	O
a	O
registo	O
e	O
limitada	O
à	O
capacidade	O
da	O
sala.	O
Mais	O
informações	O
e	O
registo	O
no	O
seminário	O
no	O
seguinte	O
link	O
:	O
https	O
:	O
//web.fe.up.pt/~ugei/itil/	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
através	O
do	O
e-mail	O
:	O
noticias	O
@	O
fe.up.pt.	O
Saiba	O
mais	O
sobre	O
os	O
nossos	O
serviços	O
no	O
site	O
dos	O
SICC	O
Provas	O
Públicas	O
de	O
Doutoramento	O
de	O
Christiana	B-Pessoa
Deliewen	I-Pessoa
Afrikaner	I-Pessoa
Aula	B-Localizacao
Magna	I-Localizacao
|	O
02	O
março	O
|	O
14h30m	B-Hora
José	B-Pessoa
Carlos	I-Pessoa
de	I-Pessoa
Paiva	I-Pessoa
,	O
Diretor	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Belas	I-UnidadeOrganica
Artes	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
,	O
anuncia	O
que	O
no	O
próximo	O
dia	O
02	B-Data
de	I-Data
março	I-Data
de	I-Data
2017	I-Data
,	O
terão	O
lugar	O
às	O
14h30m	B-Hora
na	O
Aula	B-Localizacao
Magna	I-Localizacao
,	O
as	O
Provas	O
Públicas	O
de	O
Doutoramento	O
em	O
Educação	O
Artística	O
requeridas	O
por	O
Christiana	B-Pessoa
Deliewen	I-Pessoa
Afrikaner	I-Pessoa
.	O
A	O
Tese	O
em	O
apreciação	O
intitula-se	O
:	O
``	O
Positive	O
Changes	B-Organizacao
in	I-Organizacao
Arts	I-Organizacao
Education	I-Organizacao
in	I-Organizacao
Namibian	I-Organizacao
Schools	I-Organizacao
''	I-Organizacao
.	O
Entrada	O
livre.	O
CRIA_inFORMA	O
ciclo	O
de	O
workshops	O
O	O
Centro	B-Organizacao
de	I-Organizacao
Recursos	I-Organizacao
Integrados	I-Organizacao
de	I-Organizacao
Apoio	I-Organizacao
à	I-Organizacao
Investigação	I-Organizacao
(	O
CRIA	B-Organizacao
)	O
da	O
FPCEUP	B-UnidadeOrganica
propõe	O
um	O
ciclo	O
de	O
workshops	O
que	O
visam	O
dar	O
informações	O
,	O
esclarecimentos	O
e	O
dicas	O
práticas	O
sobre	O
as	O
principais	O
oportunidades	O
de	O
financiamento	O
para	O
a	O
investigação	O
atualmente	O
disponível	O
,	O
assim	O
como	O
promover	O
as	O
competências	O
necessárias	O
para	O
uma	O
maior	O
probabilidade	O
de	O
sucesso	O
no	O
acesso	O
ao	O
financiamento.	O
As	O
sessões	O
prolongam-se	O
durante	O
todo	O
o	O
ano	O
,	O
uma	O
ou	O
duas	O
vezes	O
por	O
mês	O
,	O
e	O
inserem-se	O
na	O
estratégia	O
global	O
de	O
formação	O
do	O
CRIA	B-Organizacao
.	O
Têm	O
uma	O
duração	O
entre	O
30	B-Data
a	O
60	O
minutos	O
e	O
decorrem	O
sempre	O
às	O
11h00	B-Hora
,	O
na	O
sala	B-Localizacao
252	I-Localizacao
da	O
FPCEUP	B-UnidadeOrganica
.	O
As	O
inscrições	O
são	O
reservadas	O
à	O
comunidade	O
académica	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
.	O
A	O
participação	O
é	O
gratuita	O
sendo	O
necessária	O
a	O
inscrição	O
em	O
cada	O
uma	O
das	O
sessões.	O
Calendário	O
:	O
Oportunidades	O
17	B-Data
de	I-Data
fevereiro	I-Data
:	O
O	O
programa	O
Erasmus+	O
em	O
30	B-Data
minutos	I-Data
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
24	B-Data
de	I-Data
março	I-Data
:	O
Portugal	B-Organizacao
2020	I-Organizacao
e	I-Organizacao
Norte	I-Organizacao
2020	I-Organizacao
em	O
30	B-Data
minutos	I-Data
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
28	B-Data
de	I-Data
abril	I-Data
:	O
As	O
bolsas	O
Marie	B-Pessoa
Curie	I-Pessoa
em	O
30	B-Data
minutos	I-Data
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
12	B-Data
de	I-Data
maio	I-Data
:	O
As	O
bolsas	O
European	O
Research	B-Organizacao
Council	I-Organizacao
em	O
30	B-Data
minutos	I-Data
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
9	B-Data
de	I-Data
junho	I-Data
:	O
O	O
programa	O
JUSTICE	O
em	O
30	B-Data
minutos	I-Data
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
8	B-Data
de	I-Data
setembro	I-Data
:	O
O	O
H2020	O
em	O
30	B-Data
minutos	I-Data
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
14	B-Data
de	I-Data
dezembro	I-Data
:	O
As	O
ações	O
COST	O
em	O
30	B-Data
minutos	I-Data
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
Competências	O
24	B-Data
de	I-Data
fevereiro	I-Data
:	O
“Eu	O
até	O
tenho	O
uma	O
ideia…	O
mas	O
onde	O
encontro	O
os	O
parceiros	O
?	O
”	O
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
26	B-Data
de	I-Data
maio	I-Data
:	O
Disseminar	O
e	O
explorar	O
resultados	O
:	O
para	O
lá	O
de	O
congressos	O
e	O
revistas	O
científicas	O
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
30	B-Data
de	I-Data
junho	I-Data
:	O
A	O
ciência	O
também	O
está	O
no	O
Facebook	B-Localizacao
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
22	B-Data
de	I-Data
setembro	I-Data
:	O
Ciência	O
aberta	O
:	O
kit	O
de	O
iniciação	O
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
20	B-Data
de	I-Data
outubro	I-Data
:	O
Saber	O
avaliar	O
para	O
saber	O
escrever	O
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
24	B-Data
de	I-Data
novembro	I-Data
:	O
Dicas	O
sobre	O
a	O
escrita	O
de	O
candidaturas	O
&	O
gt	O
;	O
Ficha	O
de	O
inscrição	O
Mais	O
informações	O
:	O
CRIA	B-Organizacao
-	O
Centro	B-UnidadeOrganica
de	I-UnidadeOrganica
Recursos	I-UnidadeOrganica
Integrados	O
de	O
Apoio	O
à	O
Investigação	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Psicologia	I-UnidadeOrganica
e	I-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Educação	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
Rua	B-Localizacao
Alfredo	I-Localizacao
Allen	I-Localizacao
,	I-Localizacao
4200-135	I-Localizacao
Porto	I-Localizacao
-	O
Portugal	B-Localizacao
Rita	B-Pessoa
Gil	I-Pessoa
Mata	I-Pessoa
T.	O
|	O
22	B-Data
607	I-Data
97	O
10	O
E.	O
|	O
projetos	O
@	O
fpce.up.pt	O
MEDinISRAEL	O
6	B-Data
a	O
9	B-Data
de	I-Data
março	I-Data
Realiza-se	O
em	O
Tel	O
Aviv	O
,	O
Israel	O
,	O
entre	O
os	O
dias	O
6	B-Data
e	O
9	B-Data
de	I-Data
março	I-Data
,	O
a	O
4ª	O
edição	O
da	O
MEDinISRAEL	O
(	O
www.medinisraelconf.com	B-Organizacao
)	I-Organizacao
,	O
um	O
dos	O
eventos	O
internacionais	O
mais	O
importantes	O
de	O
Dispositivos	B-Pessoa
Médicos	I-Pessoa
e	O
de	O
Tecnologias	O
de	O
Informação	O
em	O
Saúde.	O
O	O
evento	O
,	O
cujo	O
programa	O
detalhado	O
pode	O
consultar	O
aqui	O
,	O
realiza-se	O
sob	O
os	O
auspícios	O
do	O
Instituto	B-UnidadeOrganica
de	I-UnidadeOrganica
Exportação	I-UnidadeOrganica
e	I-UnidadeOrganica
Cooperação	I-UnidadeOrganica
Internacional	O
de	O
Israel	B-Data
.	O
Esta	O
Conferência	O
,	O
acompanhada	O
de	O
uma	O
Exposição	O
de	O
mais	O
de	O
uma	O
centena	O
de	O
empresas	O
,	O
é	O
uma	O
oportunidade	O
única	O
para	O
a	O
partilha	O
de	O
conhecimentos	O
junto	O
da	O
comunidade	O
médica	O
,	O
académica	O
e	O
empresarial	O
e	O
para	O
a	O
troca	O
de	O
ideias	O
sobre	O
as	O
mais	O
variadas	O
temáticas	O
associadas	O
às	O
inovações	B-Hora
médicas.	O
As	O
inscrições	O
devem	O
ser	O
efectuadas	O
online	O
através	O
deste	O
link.	O
Prémio	O
Nacional	O
de	O
Arquitetura	O
em	O
Madeira	O
:	O
candidaturas	O
até	O
31	B-Data
de	I-Data
Março	I-Data
:	O
Prazo	O
de	O
candidaturas	O
:	O
31	B-Data
de	I-Data
Março	I-Data
de	I-Data
2017	I-Data
A	O
Associação	O
das	O
Indústrias	O
de	O
Madeira	O
e	O
Mobiliário	B-Data
de	I-Data
Portugal	I-Data
(	O
AIMMP	B-Organizacao
)	O
em	O
conjunto	O
com	O
a	O
Ordem	O
dos	O
Arquitectos	O
(	O
OA	B-Organizacao
)	O
e	O
a	O
Confederação	B-Organizacao
Portuguesa	I-Organizacao
da	I-Organizacao
Construção	I-Organizacao
e	O
do	O
Imobiliário	O
irá	O
organizar	O
mais	O
uma	O
edição	O
do	O
Prémio	O
Nacional	O
de	O
Arquitetura	O
em	O
Madeira	O
,	O
PNAM’17	B-Localizacao
.	O
Podem	O
concorrer	O
ao	O
PNAM	O
2017	B-Data
obras	O
que	O
evidenciem	O
o	O
uso	O
da	O
madeira	O
como	O
material	O
relevante	O
na	O
Arquitectura	O
,	O
que	O
tenham	O
sido	O
concluídas	O
entre	O
1	B-Data
de	I-Data
Janeiro	I-Data
de	I-Data
2015	I-Data
e	O
31	B-Data
de	I-Data
Dezembro	I-Data
de	I-Data
2016	I-Data
e	O
que	O
sejam	O
da	O
autoria	O
de	O
arquitectos	O
,	O
membros	O
com	O
efetividade	O
de	O
direitos	O
na	O
OA	B-Localizacao
.	O
O	O
anúncio	O
público	O
dos	O
resultados	O
do	O
PNAM	O
2017	B-Data
terá	O
lugar	O
em	O
cerimónia	O
própria	O
,	O
a	O
acontecer	O
em	O
Coimbra	O
no	O
mês	O
de	O
Junho	B-Data
de	I-Data
2017	I-Data
.	O
A	O
apresentação	O
de	O
candidaturas	O
deve	O
ser	O
feita	O
até	O
31	B-Data
de	I-Data
Março	I-Data
de	I-Data
2017	I-Data
.	O
+	O
info	O
pnam.aimmp.pt	O
Provas	O
de	O
Doutoramento	O
:	O
``	O
Reversing	O
antibacterial	B-Pessoa
resistance	I-Pessoa
of	I-Pessoa
Staphylococcus	I-Pessoa
aureus	I-Pessoa
:	O
the	O
use	O
of	O
phytochemicals	O
as	O
antibiotic-adjuvants	O
and	O
resistance-modifying	B-Pessoa
agents	I-Pessoa
towards	I-Pessoa
''	O
Provas	O
de	O
Doutoramento	O
em	O
Engenharia	O
Química	O
e	O
Biológica	B-Pessoa
Requeridas	I-Pessoa
por	O
:	O
Ana	B-Pessoa
Cristina	I-Pessoa
Ralha	I-Pessoa
de	I-Pessoa
Abreu	I-Pessoa
Data	I-Pessoa
,	O
Hora	O
e	O
Local	O
Dia	O
10	B-Data
de	I-Data
janeiro	I-Data
,	O
às	O
14h30	B-Hora
,	O
na	O
Sala	B-Localizacao
Professor	I-Localizacao
Joaquim	I-Localizacao
Sarmento	I-Localizacao
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
Civil	I-UnidadeOrganica
da	I-UnidadeOrganica
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
Presidente	I-UnidadeOrganica
do	O
Juri	O
Doutor	O
Luís	B-Pessoa
Manuel	I-Pessoa
Ferreira	I-Pessoa
Melo	I-Pessoa
,	O
Professor	O
Catedrático	O
da	O
FEUP	B-UnidadeOrganica
Vogais	O
Doutor	O
Eduardo	B-Pessoa
Augusto	I-Pessoa
dos	I-Pessoa
Santos	I-Pessoa
Rosa	I-Pessoa
,	O
Professor	O
Catedrático	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Agronomia	I-UnidadeOrganica
da	I-UnidadeOrganica
Escola	O
de	O
Ciências	O
Agrárias	O
e	O
Veterinárias	O
da	O
Universidade	B-Organizacao
de	I-Organizacao
Trás-os-Montes	I-Organizacao
e	I-Organizacao
Alto	I-Organizacao
Douro	I-Organizacao
;	O
Doutora	O
Fernanda	B-Pessoa
da	I-Pessoa
Conceição	I-Pessoa
Domingues	I-Pessoa
,	O
Professora	O
Auxiliar	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Química	I-UnidadeOrganica
da	I-UnidadeOrganica
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
da	I-UnidadeOrganica
Beira	I-UnidadeOrganica
Interior	I-UnidadeOrganica
;	O
Doutora	O
Maria	B-Pessoa
Fernanda	I-Pessoa
Martins	I-Pessoa
Borges	I-Pessoa
,	O
Professora	O
Associada	O
com	O
Agregação	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Química	I-UnidadeOrganica
e	I-UnidadeOrganica
Bioquímica	I-UnidadeOrganica
da	I-UnidadeOrganica
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Ciências	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
;	O
Doutora	O
Cidália	B-Pessoa
Maria	I-Pessoa
de	I-Pessoa
Sousa	I-Pessoa
Botelho	I-Pessoa
,	O
Professora	O
Auxiliar	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
Química	I-UnidadeOrganica
da	I-UnidadeOrganica
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
.	O
Doutor	O
Manuel	B-Pessoa
José	I-Pessoa
Vieira	I-Pessoa
Simões	I-Pessoa
,	O
Professor	O
Auxiliar	O
do	O
Departamento	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
Química	I-UnidadeOrganica
da	I-UnidadeOrganica
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
(	O
Orientador	O
)	O
.	O
Curso	O
de	O
Inglês	O
Jurídico	B-Hora
-	O
2ª	O
turma	O
março	O
a	O
maio	B-Data
de	I-Data
2017	I-Data
No	O
âmbito	O
do	O
Curso	O
de	O
Inglês	O
Jurídico	O
,	O
a	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Direito	I-UnidadeOrganica
comunica	O
a	O
abertura	O
de	O
candidaturas	O
para	O
uma	O
Segunda	O
Turma	O
desta	O
formação.O	O
aulas	O
terão	O
início	O
no	O
próximo	O
dia	O
10	B-Data
de	I-Data
março	I-Data
.	O
A	O
docência	O
do	O
curso	O
será	O
assegurada	O
por	O
formador	O
da	O
Bolsa	O
de	O
Prestadores	B-Data
de	I-Data
Serviços	O
da	O
Unidade	O
de	O
Apoio	O
à	O
Prestação	O
de	O
Serviços	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Letras	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
.	O
Início	O
do	O
Curso	O
:	O
10	B-Data
de	I-Data
março	I-Data
de	I-Data
2017	I-Data
Local	O
:	O
FDUP	O
Horário	O
:	O
Sexta-feira	O
:	O
18h30	B-Hora
às	O
20h30	B-Hora
e	O
Sábado	O
:	O
10h00	B-Hora
às	O
12h00	B-Hora
Destinatários	O
:	O
Estudantes	O
FDUP	O
e	O
alumni	O
da	O
FDUP	B-UnidadeOrganica
Vagas	O
:	O
25	O
Duração	O
:40	O
horas	O
de	O
formação	O
presencial	O
Seriação	O
:	O
Prioridade	O
por	O
ordem	O
de	O
inscrição	O
no	O
preenchimento	O
das	O
vagas.	O
Nota	O
:	O
O	O
curso	O
funcionará	O
reunidas	O
as	O
25	O
inscrições.	O
(	O
súmula	O
apresentada	O
em	O
inglês	O
)	O
:	O
This	O
is	O
a	O
tailor–made	O
course	B-Pessoa
conceived	I-Pessoa
for	O
students	O
of	O
Law.	O
The	B-Organizacao
course	I-Organizacao
will	I-Organizacao
address	I-Organizacao
the	I-Organizacao
specific	I-Organizacao
needs	I-Organizacao
of	I-Organizacao
the	I-Organizacao
students	I-Organizacao
,	O
both	O
as	O
regards	O
the	O
thematic	O
contents	O
and	O
the	O
actual	O
level	O
of	O
proficiency	O
that	O
may	O
prove	O
to	O
be	O
appropriate.	O
Results	O
:	O
To	O
develop	B-Pessoa
students´communicative	I-Pessoa
skills	I-Pessoa
in	O
the	O
English	O
language	O
,	O
with	O
specific	O
emphasis	O
on	O
the	O
register	O
and	O
vocabulary	O
of	O
Law.	O
Specific	B-Pessoa
contents	I-Pessoa
to	O
be	O
covered	O
and	O
skills	O
to	O
be	O
developed	O
may	B-Pessoa
therefore	I-Pessoa
include	I-Pessoa
the	I-Pessoa
following	I-Pessoa
points	I-Pessoa
:	O
The	O
Practise	O
of	O
Law	O
Company	O
Law	O
:	O
Company	O
formation	O
and	O
management	O
Company	O
Law	O
:	O
Capitalisation	O
Company	O
Law	O
:	O
fundamental	O
changes	O
in	O
a	O
company	O
Contracts	O
:	O
contract	O
formation	B-Pessoa
Contracts	I-Pessoa
:	O
remedies	O
Intellectual	B-Pessoa
property	I-Pessoa
A	O
inscrição	O
poderá	O
ser	O
efetuada	O
:	O
-	O
Até	O
às	O
16h00	B-Hora
do	O
dia	O
6	B-Data
de	I-Data
março	I-Data
,	O
via	O
e-mail	O
,	O
para	O
posgrad	O
@	O
direito.up.pt	O
,	O
através	O
do	O
envio	O
da	O
ficha	O
de	O
inscrição.	O
Sobre	O
a	O
qual	O
receberá	O
pela	O
mesma	O
via	O
as	O
instruções	O
de	O
pagamento	O
;	O
Ficha	O
de	O
Inscrição	O
Ficha	O
de	O
Inscrição	O
-	O
word	B-Organizacao
Propina	I-Organizacao
do	I-Organizacao
curso	O
:	O
Estudantes	O
,	O
alumni	O
:	O
110	O
€	O
;	O
Formas	O
de	O
pagamento	O
disponíveis	O
:	O
Referências	O
Bancárias	O
na	O
conta	O
corrente	O
do	O
Estudante	O
Será	O
emitido	O
um	O
Certificado	O
de	O
Frequência	O
aos	O
estudantes	O
que	O
frequentarem	O
,	O
no	O
mínimo	O
,	O
75	O
%	O
das	O
sessões	O
previstas	O
para	O
o	O
curso.	O
Cartaz	O
Informações	O
:	O
Serviços	O
Académicos	O
Secção	O
de	O
Formação	O
Contínua	O
,	O
Pós-graduação	O
,	O
Mestrados	O
e	O
Doutoramentos	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Direito	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
Rua	B-Localizacao
dos	I-Localizacao
Bragas	I-Localizacao
,	I-Localizacao
223	I-Localizacao
4050-123	I-Localizacao
PORTO	I-Localizacao
Tel	I-Localizacao
.	O
:	O
22	B-Data
204	I-Data
16	I-Data
00	I-Data
Fax	O
:	O
22	B-Data
204	I-Data
16	O
14	B-Data
posgrad	I-Data
@	O
direito.up.pt	O
FEUP	B-UnidadeOrganica
e	O
FMUP	O
em	O
destaque	O
na	O
maior	O
competição	O
de	O
estratégia	O
do	O
mundo	O
A	O
equipa	O
``	O
Eletric	O
Dream	O
''	O
venceu	O
a	O
final	O
nacional	O
do	O
GMC	O
,	O
realizada	O
nos	O
dias	O
21	B-Data
e	O
22	B-Data
de	I-Data
novembro	I-Data
Uma	O
equipa	O
de	O
estudantes	O
e	O
alumni	O
das	O
faculdades	O
de	O
Engenharia	O
e	O
de	O
Medicina	O
da	O
Universidade	B-Organizacao
do	I-Organizacao
Porto	I-Organizacao
(	O
FEUP	B-UnidadeOrganica
e	O
FMUP	O
)	O
foi	O
a	O
grande	O
vencedora	O
da	O
final	O
nacional	O
do	O
Global	O
Management	O
Challenge	O
(	O
GMC	B-Organizacao
)	I-Organizacao
,	O
a	O
maior	O
competição	O
de	O
estratégia	O
a	O
nível	O
mundial.	O
Luís	B-Pessoa
Valente	I-Pessoa
e	O
João	B-Pessoa
Barbosa	I-Pessoa
,	O
finalistas	O
do	O
Mestrado	O
em	O
Engenharia	O
Eletrotécnica	O
e	O
de	O
Computadores	O
;	O
Rafael	B-Pessoa
Pisco	I-Pessoa
e	O
André	B-Pessoa
Costa	I-Pessoa
,	O
recém	O
licenciados	O
no	O
mesmo	O
curso	O
,	O
e	O
Maria	B-Pessoa
Portero	I-Pessoa
,	O
estudante	O
da	O
FMUP	B-UnidadeOrganica
,	O
participaram	O
juntamente	O
com	O
as	O
oito	O
melhores	O
equipas	O
de	O
todo	O
o	O
país	O
e	O
formaram	O
o	O
grupo	O
vencedor	O
,	O
intitulado	O
“Eletric	B-Organizacao
Dream”.	I-Organizacao
Liderada	I-Organizacao
por	O
Luís	B-Pessoa
Valente	I-Pessoa
,	O
a	O
equipa	O
vai	O
viajar	O
no	O
próximo	O
mês	O
de	O
abril	O
até	O
ao	O
Qatar	O
,	O
para	O
representar	O
Portugal	O
na	O
final	O
internacional	O
desta	O
competição	O
,	O
onde	O
estarão	O
presentes	O
as	O
melhores	O
equipas	O
de	O
mais	O
de	O
30	B-Data
países	I-Data
de	O
todos	O
os	O
continentes.	O
Em	O
2015	B-Data
,	O
a	O
“Electric	B-Organizacao
Dream”	I-Organizacao
já	O
havia	O
conquistado	O
o	O
terceiro	O
lugar	O
do	O
pódio	O
nacional	O
do	O
GMC	O
,	O
cotando-se	O
então	O
como	O
a	O
equipa	O
de	O
estudantes	O
melhor	O
colocada	O
a	O
nível	O
nacional.	O
De	O
grande	O
visibilidade	O
e	O
notoriedade	O
,	O
esta	O
competição	O
é	O
importante	O
também	O
para	O
o	O
percurso	O
profissional	O
dos	O
participantes.	O
Logo	B-UnidadeOrganica
após	O
os	O
bons	O
resultados	O
obtidos	O
na	O
competição	O
de	O
2015	B-Data
,	O
todos	O
os	O
elementos	O
da	O
equipa	O
“Electric	B-Organizacao
Dream”	I-Organizacao
receberam	I-Organizacao
competitivas	O
propostas	O
de	O
emprego	O
e	O
dois	O
dos	O
elementos	O
estão	O
inclusivamente	O
a	O
trabalhar	O
numa	O
empresa	O
como	O
consequência	O
direta	O
da	O
competição.	O
O	O
GMC	O
está	O
presente	O
em	O
mais	O
de	O
30	B-Data
países	I-Data
e	O
envolve	O
cerca	O
de	O
20	B-Data
mil	I-Data
participantes	I-Data
de	O
todo	O
o	O
mundo.	O
Ao	O
longo	O
dos	O
36	O
anos	O
de	O
existência	O
,	O
já	O
passaram	O
pela	O
competição	O
500	O
mil	O
participantes.	O
A	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Engenharia	I-UnidadeOrganica
da	I-UnidadeOrganica
U.porto	I-UnidadeOrganica
apoia	O
e	O
incentiva	O
a	O
participação	O
dos	O
estudantes	O
neste	O
concurso	O
,	O
realizando	O
anualmente	O
o	O
“	O
FEUP	B-UnidadeOrganica
Management	I-UnidadeOrganica
Challenge	I-UnidadeOrganica
”	O
,	O
uma	O
mini-competição	O
em	O
que	O
só	O
os	O
estudantes	O
da	O
FEUP	B-UnidadeOrganica
podem	O
aderir	O
e	O
com	O
o	O
intuito	O
de	O
treinar	O
e	O
patrocinar	O
a	O
participação	O
de	O
uma	O
equipa	O
a	O
nível	O
nacional	O
(	O
a	O
inscrição	O
implica	O
o	O
pagamento	O
de	O
uma	O
elevada	O
quantia	O
para	O
a	O
maioria	O
dos	O
estudantes	O
universitários	O
)	O
.	O
Para	O
mais	O
informações	O
sobre	O
a	O
competição	O
aceder	O
a	O
http	O
:	O
//www.globalmanagementchallenge.pt/	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
:	O
Divulgue	O
os	O
seus	O
eventos	O
e	O
projetos	O
através	O
do	O
e-mail	O
:	O
noticias	O
@	O
fe.up.pt.	O
Saiba	O
mais	O
sobre	O
os	O
nossos	O
serviços	O
no	O
site	O
dos	O
SICC.	O
CICLO	O
DE	O
PALESTRAS	O
EM	O
ATIVIDADE	O
FÍSICA	O
E	O
SAÚDE	O
|	O
Macro	O
and	O
micro	O
physical	B-Pessoa
environmental	I-Pessoa
correlates	I-Pessoa
of	I-Pessoa
physical	O
activity	O
in	O
different	B-Localizacao
age	I-Localizacao
groups	I-Localizacao
Dia	O
16	B-Data
de	I-Data
maio	I-Data
de	I-Data
2017	I-Data
|	O
10h00	B-Hora
|	O
CIAFEL	O
Provas	O
Públicas	O
de	O
Doutoramento	O
de	O
Sofia	B-Pessoa
Torres	I-Pessoa
Gonçalves	I-Pessoa
Aula	I-Pessoa
Magna	B-Localizacao
|	O
16	B-Data
fevereiro	I-Data
|	O
14h30m	B-Hora
José	B-Pessoa
Carlos	I-Pessoa
de	I-Pessoa
Paiva	I-Pessoa
,	O
Diretor	O
da	O
Faculdade	B-UnidadeOrganica
de	I-UnidadeOrganica
Belas	I-UnidadeOrganica
Artes	I-UnidadeOrganica
da	I-UnidadeOrganica
Universidade	I-UnidadeOrganica
do	I-UnidadeOrganica
Porto	I-UnidadeOrganica
,	O
anuncia	O
que	O
no	O
próximo	O
dia	O
16	B-Data
de	I-Data
fevereiro	I-Data
de	I-Data
2017	I-Data
,	O
terão	O
lugar	O
às	O
14h30m	B-Hora
na	O
