-X- -X- -X-
por O O
Bjornstjerne PESSOA PESSOA
Reuter PESSOA PESSOA
Christiansen PESSOA PESSOA
, O O
Jakob PESSOA PESSOA
Fenger PESSOA PESSOA
e O O
Rasmus PESSOA PESSOA
Nielsen PESSOA PESSOA
. O O
No TEMPO TEMPO
ano TEMPO TEMPO
passado TEMPO TEMPO
, O O
o O O
grupo O O
trouxe O O
polêmica O O
à O O
27ª ACONTECIMENTO O
Bienal ACONTECIMENTO LOCAL
de O LOCAL
São LOCAL LOCAL
Paulo LOCAL LOCAL
com O O
o O O
Guaraná COISA PESSOA
Power COISA PESSOA
, O O
censurado O O
pela O O
presidência O O
da O O
instituição O O
, O O
que O O
afirmou O O
que O O
não O O
se O O
tratava O O
de O O
uma O O
obra O O
de O O
arte O O
. O O
Apesar O O
do O O
veto O O
, O O
o O O
Guaraná COISA PESSOA
Power COISA PESSOA
, O O
feito O O
em O O
colaboração O O
com O O
a O O
Cooperativa ORGANIZACAO PESSOA
de ORGANIZACAO PESSOA
Agricultores ORGANIZACAO PESSOA
da O PESSOA
Região LOCAL PESSOA
de LOCAL PESSOA
Maués LOCAL PESSOA
, O O
na O O
Amazônia LOCAL LOCAL
, O O
chegou O O
a O O
ser O O
distribuído O O
em O O
museus O O
e O O
na O O
própria O LOCAL
Vermelho LOCAL LOCAL
, O O
durante O O
a O O
Bienal ACONTECIMENTO ORGANIZACAO
. O O
`` O O
Agora O O
estamos O O
propondo O O
uma O O
marca O O
aberta O O
e O O
, O O
nesse O O
sentido O O
, O O
sugerimos O O
um O O
novo O O
modelo O O
econômico O O
, O O
que O O
permite O O
a O O
qualquer O O
um O O
produzir O O
e O O
distribuir O O
cerveja O O
, O O
a O O
partir O O
de O O
uma O O
receita O O
que O O
é O O
pública O O
, O O
além O O
de O O
criar O O
consumidores O O
não O O
obedientes O O
, O O
como O O
gosta O O
o O O
mercado O O
'' O O
, O O
conta O O
Fenger PESSOA PESSOA
. O O
`` O O
Free O O
software O O
'' O O
A O O
Free COISA ORGANIZACAO
Beer COISA ORGANIZACAO
surgiu O O
em TEMPO TEMPO
2004 TEMPO TEMPO
, O O
numa O O
parceria O O
com O O
estudantes O O
da O O
Universidade ORGANIZACAO ORGANIZACAO
de O ORGANIZACAO
Copenhague LOCAL ORGANIZACAO
. O O
`` O O
Buscamos O O
transferir O O
os O O
princípios O O
do O O
software O O
livre O O
para O O
algo O O
físico O O
, O O
e O O
a O O
cerveja O O
se O O
tornou O O
um O O
bom O O
exemplo O O
'' O O
, O O
conta O O
Nielsen PESSOA PESSOA
. O O
`` O O
Por O O
isso O O
, O O
a O O
Free ABSTRACCAO PESSOA
Beer ABSTRACCAO PESSOA
tem O O
sido O O
comparada O O
ao O O
Linux ABSTRACCAO LOCAL
-LSI- O O
sistema O O
operacional O O
gratuito O O
-RSI- O O
e O O
à O OBRA
Wikipedia ABSTRACCAO OBRA
'' O O
, O O
diz O O
o O O
artista O O
. O O
Quem O O
quiser O O
produzir O O
e O O
comercializar O O
a O O
Free COISA PESSOA
Beer COISA PESSOA
pode O O
baixar O O
do O O
site O O
www.freebeer.org O O
a O O
logomarca O O
da O O
cerveja O O
, O O
de O O
forma O O
gratuita O O
. O O
`` O O
Já O O
há O O
Free COISA PESSOA
Beer COISA PESSOA
sendo O O
produzida O O
na O O
Inglaterra LOCAL LOCAL
, O O
nos O O
Estados LOCAL LOCAL
Unidos LOCAL LOCAL
, O O
na O O
Dinamarca LOCAL LOCAL
e O O
até O OBRA
na O OBRA
República LOCAL OBRA
Tcheca LOCAL OBRA
'' O O
, O O
afirma O O
Fenger PESSOA PESSOA
. O O
No O O
Brasil LOCAL LOCAL
, O O
a O O
Free COISA PESSOA
Beer COISA PESSOA
está O O
sendo O O
produzida O O
pela O O
Cervejaria ORGANIZACAO ORGANIZACAO
Germânia ORGANIZACAO ORGANIZACAO
, O O
que O O
irá O O
comercializar O O
a O O
bebida O O
durante O O
a O O
exposição O O
a O O
partir O O
da O O
versão O O
3.4 O O
, O O
desenvolvida O O
pela O O
empresa O O
. O O
`` O O
A O O
única O O
coisa O O
que O O
pedimos O O
é O O
que O O
cada O O
nova O O
versão O O
seja O O
também O O
tornada O O
pública O O
no O O
site O O
do O O
Creative ORGANIZACAO ABSTRACCAO
Commons ORGANIZACAO ABSTRACCAO
'' O O
, O O
diz O O
Christiansen PESSOA PESSOA
. O O
Na O O
Vermelho LOCAL LOCAL
, O O
o O O
Superflex PESSOA PESSOA
apresenta O O
o O O
'' O O
Free COISA OBRA
Beer COISA OBRA
Kit COISA OBRA
'' O O
, O O
uma O O
mesa O O
com O O
todos O O
os O O
ingredientes O O
e O O
instrumentos O O
necessários O O
para O O
a O O
produção O O
da O O
cerveja O O
, O O
o O O
que O O
será O O
utilizado O O
, O O
aliás O O
, O O
no O O
workshop O O
'' O O
O ACONTECIMENTO OBRA
Mundo ACONTECIMENTO OBRA
da ACONTECIMENTO OBRA
Cerveja ACONTECIMENTO OBRA
'' O O
, O O
com O O
os O O
especialistas O O
Cilene PESSOA PESSOA
Saorin PESSOA PESSOA
e O O
Arnaldo PESSOA PESSOA
Ribeiro PESSOA PESSOA
, O O
no TEMPO TEMPO
próximo TEMPO TEMPO
dia TEMPO TEMPO
15 TEMPO TEMPO
de TEMPO TEMPO
dezembro TEMPO TEMPO
, O O
às TEMPO O
14 TEMPO VALOR
h TEMPO VALOR
. O O
O O O
grupo O O
exibe O O
também O O
nove O O
máquinas O O
'' O O
Counter-Game COISA OBRA
Strategies COISA OBRA
'' O O
-LRI- O O
estratégias O O
de O O
contra-jogos O O
-RRI- O O
, O O
típicos O O
brinquedos O O
de O O
quermesse O O
, O O
como O O
jogo O O
de O O
argolas O O
ou O O
rodas O O
giratórias O O
, O O
que O O
, O O
contudo O O
, O O
abordam O O
de O O
forma O O
irônica O O
o O O
universo O O
dos O O
direitos O O
autorais O O
e O O
da O O
pirataria O O
. O O
'' O O
Mark PESSOA PESSOA
Getty PESSOA PESSOA
afirma O O
que O O
`` O O
a O O
propriedade O O
intelectual O O
é O O
o O O
petróleo O O
do TEMPO O
século TEMPO OBRA
21 TEMPO OBRA
' O OBRA
'' O O
, O O
conta O O
Christiansen PESSOA PESSOA
, O O
`` O O
portanto O O
, O O
estamos O O
tratando O O
de O O
um O O
tema O O
muito O O
sério O O
. O O
Afinal O O
, O O
quantas O O
guerras O O
não O O
foram O O
realizadas O O
por O O
conta O O
do O O
petróleo O O
? O O
'' O O
. O O
No TEMPO O
próximo TEMPO O
sábado TEMPO O
, O O
às TEMPO TEMPO
16h TEMPO TEMPO
, O O
Ronaldo PESSOA PESSOA
Lemos PESSOA PESSOA
, O O
diretor PESSOA O
do PESSOA O
Creative PESSOA PESSOA
Commons PESSOA PESSOA
no O O
Brasil LOCAL LOCAL
, O O
irá O O
participar O O
de O O
um O O
debate O O
com O O
os O O
membros O O
do O O
Superflex PESSOA LOCAL
, O O
na O O
Vermelho LOCAL LOCAL
, O O
e O O
logo O O
após O O
será O O
realizada O O
uma O O
gincana O O
intitulada O O
'' O O
Free ABSTRACCAO OBRA
Beer ABSTRACCAO OBRA
Pub ABSTRACCAO OBRA
Quiz ABSTRACCAO OBRA
'' O O
, O O
na O O
qual O O
participantes O O
receberão O O
prêmios O O
ao O O
responderem O O
questões O O
sobre O O
propriedade O O
intelectual O O
e O O
direitos O O
autorais O O
. O O
O O O
vírus O O
na O O
maçã O O
. O O
A O O
chamada O O
Cultura ABSTRACCAO O
Pop ABSTRACCAO O
sempre O O
foi O O
gerada O O
no O O
caldeirão O O
fervente O O
das O O
periferias O O
. O O
Obvio O O
ululante O O
. O O
Mesmo O O
a O O
cultura O O
HipHop ABSTRACCAO O
, O O
este O O
emaranhado O O
de O O
atitudes O O
sócio O O
culturais O O
atribuído O O
à O O
juventude O O
desvalida O O
das O O
grandes O O
metrópoles O O
norte O O
americanas O O
, O O
pode O O
ser O O
descrita O O
, O O
coerentemente O O
, O O
como O O
o O O
ôvo O O
do O O
futuro O O
, O O
gerado O O
no O O
mais O O
remoto O O
e O O
desprezado O O
dos O O
passados O O
. O O
Pura O O
relatividade O O
, O O
portanto O O
. O O
Sejamos O O
francos O O
: O O
Não O O
há O O
` O O
modernidade O O
' O O
, O O
` O O
novidade O O
' O O
possível O O
-LRI- O O
pelo O O
menos O O
em O O
se O O
tratando O O
de O O
música O O
e O O
dança O O
populares O O
-RRI- O O
fora O O
do O O
contexto O O
efervescente O O
das O O
periferias O O
. O O
Fora O O
dos O O
guetos O O
e O O
favelas O O
nada O O
se O O
cria O O
. O O
Tudo O O
se O O
copia O O
. O O
Sempre O O
foi O O
assim O O
e O O
, O O
talvez O O
, O O
sempre O O
será O O
. O O
O O O
eixo O O
irradiador O O
de O O
toda O O
esta O O
fervura O O
é O O
o O O
mesmo O O
eixo O O
de O O
um O O
centro O O
econômico O O
de O O
cada O O
época O O
, O O
cada O O
ocasião O O
, O O
no O O
caso O O
, O O
em TEMPO TEMPO
nossos TEMPO TEMPO
dias TEMPO TEMPO
, O O
Nova LOCAL LOCAL
York LOCAL LOCAL
, O O
onde O O
vicejaram O O
o O O
Rap ABSTRACCAO PESSOA
, O O
o O O
Street ABSTRACCAO PESSOA
Dance ABSTRACCAO PESSOA
, O O
o O O
Grafitti ABSTRACCAO PESSOA
, O O
manifestações O O
criadas O O
nas O O
periferias O O
da O O
grande O O
maçã O O
podre O O
, O O
a O O
Big LOCAL ORGANIZACAO
Apple LOCAL ORGANIZACAO
sem O O
Beatles PESSOA PESSOA
, O O
sem O O
MacIntosh COISA COISA
, O O
sem O O
nada O O
. O O
Cultura O O
popular O O
orgânica O O
, O O
com O O
potência O O
de O O
vírus O O
-LRI- O O
benigno O O
? O O
-RRI- O O
, O O
estas O O
manifestações O O
são O O
, O O
em O O
ultima O O
análise O O
, O O
o O O
antídoto O O
humanizador O O
para O O
o O O
veneno O O
intrínseco O O
a O O
um O O
sistema O O
arcaico O O
e O O
carcomido O O
-LRI- O O
pelo O O
menos O O
do O O
ponto O O
de O O
vista O O
cultural O O
-RRI- O O
, O O
totalmente O O
` O O
out O O
' O O
e O O
` O O
nada O O
a O O
ver O O
' O O
. O O
Se O O
duvidam O O
, O O
experimentem O O
traçar O O
uma O O
linha O O
de O O
tempo O O
e O O
enxerguem O O
-LRI- O O
em O O
preto O O
& O O
branco O O
, O O
é O O
claro O O
-RRI- O O
, O O
lá O O
longe O O
, O O
nos TEMPO TEMPO
idos TEMPO TEMPO
dos TEMPO TEMPO
anos TEMPO TEMPO
50 TEMPO TEMPO
, O O
um O O
grupo O O
de O O
negros O O
marcando O O
o O O
tempo O O
com O O
o O O
estalar O O
dos O O
dedos O O
, O O
criando O O
vocais O O
em O O
contraponto O O
, O O
nas O O
esquinas O O
de O O
conjuntos O O
habitacionais O O
infectos O O
ou O O
cantos O O
de O O
quadras O O
de O O
basqueteball O O
suburbanas O O
. O O
Soul ABSTRACCAO ORGANIZACAO
e O O
Funk ABSTRACCAO O
básicos O O
-LRI- O O
e O O
ainda O O
o O O
velho O O
Rock ABSTRACCAO COISA
and ABSTRACCAO COISA
Roll ABSTRACCAO COISA
-RRI- O O
, O O
rolando O O
já O O
ali O O
naquelas O O
manifestações O O
atávicas O O
, O O
quase O O
ancestrais O O
. O O
Firmem O O
a O O
vista O O
e O O
vejam O O
o O O
que O O
se O O
dança O O
nestas O O
esquinas O O
. O O
Andem O O
para O O
trás O O
, O O
um O O
pouco O O
mais O O
, O O
e O O
vejam O O
o O O
som O O
das O O
plaquetas O O
metálicas O O
do O O
sapateado O O
ecoando O O
no O O
paralelepípedos O O
das O O
ruas O O
. O O
Isto O O
mesmo O O
! O O
É O O
aquele O O
mesmo O O
sapateado O O
do O O
Gregory PESSOA PESSOA
Heynes PESSOA PESSOA
, O O
do O O
Sammy PESSOA PESSOA
Davis PESSOA PESSOA
Junior PESSOA PESSOA
, O O
antes TEMPO O
mal O O
assimilado O O
pelos O O
Fred OUTRO PESSOA
Astaires OUTRO PESSOA
de O PESSOA
ocasião O PESSOA
, O O
usufruidores O O
dos O O
lucros O O
do O O
mainstream O O
, O O
este O O
ambiente O O
insípido O O
, O O
onde O O
tudo O O
que O O
uns O O
criam O O
os O O
outros O O
copiam O O
. O O
Saiam O PESSOA
da O PESSOA
Broadway LOCAL PESSOA
, O O
rápido O O
, O O
e O O
vejam O O
mais O O
longe O O
ainda O O
o O O
som O O
vibrante O O
do O O
bate-enxadas O O
e O O
do O O
baticum O O
ritmado O O
das O O
botas O O
dos O O
trabalhadores O O
das O O
estradas O O
de O O
ferro O O
que O O
cruzaram O O
os O O
States LOCAL PESSOA
de O O
leste O O
á O O
oeste O O
, O O
unificando O O
as O O
distancias O O
, O O
antes TEMPO O
, O O
sofridamente O O
, O O
percorridas O O
à O O
cavalo O O
ou O O
pelas O O
empoeiradas O O
diligências O O
que O O
conhecemos O O
nos O O
filmes O O
de O O
Far ABSTRACCAO PESSOA
West ABSTRACCAO PESSOA
-LRI- O O
e O O
bota O O
Far O O
nisto O O
-RRI- O O
. O O
Escutem O O
o O O
que O O
eles O O
cantam O O
. O O
Há O O
work O O
songs O O
, O O
Gospels ABSTRACCAO PESSOA
, O O
Spirituals ABSTRACCAO PESSOA
, O O
Rhytm ABSTRACCAO ABSTRACCAO
'n' ABSTRACCAO ABSTRACCAO
Blues ABSTRACCAO ABSTRACCAO
, O O
Soul ABSTRACCAO PESSOA
e O O
Funk ABSTRACCAO O
ainda O O
rolando O O
por O O
ali O O
. O O
Querem O O
regredir O O
um O O
pouco O O
mais O O
? O O
Não O O
? O O
Ok O O
. O O
Já O O
sabemos O O
muito O O
bem O O
onde O O
isto O O
vai O O
dar O O
. O O
Mas O O
, O O
vejam O O
bem O O
, O O
são O O
cruzamentos O O
entre O O
vias O O
as O O
mais O O
diversas O O
, O O
os O O
mais O O
inusitados O O
caminhos O O
. O O
Não O O
importa O O
muito O O
se O O
são O O
negros O O
ou O O
brancos O O
os O O
criadores O O
dos O O
elementos O O
básicos O O
desta O O
cultura O O
urbanopop O O
, O O
que O O
nos O O
apaixona O O
a O O
todos O O
. O O
Afinal O O
, O O
são O O
meros O O
seres O O
humanos O O
os O O
criadores O O
desta O O
força O O
emocional O O
que O O
nos O O
mantém O O
, O O
a O O
todos O O
, O O
unidos O O
, O O
vivos O O
e O O
felizes O O
. O O
Os O O
criadores O O
são O O
o O O
que O O
são O O
- O O
ocorre O O
que O O
, O O
no O O
caso O O
deste O O
nosso O O
estranho O O
mundo O O
` O O
moderno O O
' O O
, O O
eles O O
têm O O
sido O O
negros O O
-LRI- O O
ou O O
não O O
brancos O O
, O O
tanto O O
faz O O
-RRI- O O
desde TEMPO O
há TEMPO TEMPO
muito TEMPO TEMPO
tempo TEMPO TEMPO
- O O
É O O
que O O
o O O
universo O O
capitalista O O
é O O
mesmo O O
este O O
insano O O
criador O O
de O O
periferias O O
, O O
pústulas O O
urbanas O O
, O O
lixo O O
debaixo O O
do O O
tapete O O
, O O
encruzilhadas O O
e O O
guerras O O
. O O
Mundo O O
extremista O O
, O O
cruel O O
, O O
que O O
ainda O O
morre O O
disto O O
um TEMPO TEMPO
dia TEMPO TEMPO
. O O
Mas O O
, O O
e O O
o O O
Kuduro ABSTRACCAO PESSOA
? O O
Brasileiros O O
que O O
somos O O
, O O
se O O
focarmos O O
mais O O
ainda O O
a O O
nossa O O
lente O O
, O O
vamos O O
encontrar O O
no O O
Kuduro ABSTRACCAO LOCAL
, O O
a O O
mais O O
pura O O
essência O O
-LRI- O O
os O O
tonalistas O O
também O O
odeiam O O
este O O
conceito O O
-RRI- O O
de O O
nossa O O
tão O O
ambígua O O
e O O
fugidia O O
brasilidade O O
. O O
Duvidam O O
? O O
Doença ABSTRACCAO O
de ABSTRACCAO O
Chagas ABSTRACCAO LOCAL
1 O O
. O O
NOÇÕES O O
GERAIS O O
. O O
Histórico O PESSOA
Carlos PESSOA PESSOA
Chagas PESSOA PESSOA
: O O
A O O
doença ABSTRACCAO O
de ABSTRACCAO O
Chagas ABSTRACCAO PESSOA
ou O O
tripanosomíase O O
americana O O
foi O O
descoberta O O
pelo O O
médico O O
sanitarista O O
Carlos PESSOA PESSOA
Justiniano PESSOA PESSOA
Ribeiro PESSOA PESSOA
das PESSOA PESSOA
Chagas PESSOA PESSOA
- O O
Carlos PESSOA PESSOA
Chagas PESSOA PESSOA
- O O
em TEMPO TEMPO
1909 TEMPO TEMPO
. O O
Este O O
brasileiro O O
descobriu O O
a O O
doença O O
e O O
descreveu O O
praticamente O O
todos O O
os O O
seus O O
aspectos O O
. O O
Quando O O
Carlos PESSOA PESSOA
Chagas PESSOA PESSOA
realizava O O
uma O O
campanha O O
contra O O
a O O
malária O O
que O O
atingia O O
operários O O
na O O
construção O O
de O O
um O O
trecho O O
da O O
Estrada LOCAL ORGANIZACAO
de LOCAL ORGANIZACAO
Ferro LOCAL ORGANIZACAO
Central LOCAL ORGANIZACAO
do O O
Brasil LOCAL LOCAL
, O O
ao O O
norte O O
de O O
Minas LOCAL PESSOA
Gerais LOCAL PESSOA
, O O
ao O O
fazer O O
exames O O
de O O
uma O O
menina O O
doente O O
, O O
encontrou O O
tripanosomos O O
em O O
seu O O
sangue O O
. O O
Ao O O
examinar O O
posteriormente O O
as O O
fezes O O
de O O
insetos O O
existentes O O
na O O
região O O
e O O
o O O
sangue O O
de O O
animais O O
mamíferos O O
, O O
constatou O O
também O O
a O O
presença O O
dos O O
mesmos O O
parasitas O O
. O O
Desta O O
forma O O
, O O
Carlos PESSOA PESSOA
Chagas PESSOA PESSOA
pode O O
descrever O O
o O O
agente O O
causador O O
, O O
o O O
transmissor O O
e O O
o O O
modo O O
de O O
transmissão O O
da O O
doença O O
, O O
como O O
também O O
comprovar O O
a O O
existência O O
de O O
vertebrados O O
que O O
são O O
reservatórios O O
silvestres O O
e O O
domésticos O O
do O O
parasita O O
, O O
esclarecendo O O
assim O O
os O O
aspectos O O
básicos O O
da O O
epidemiologia O O
da O O
doença O O
. O O
Definição O O
da O O
doença O O
: O O
A O O
doença ABSTRACCAO O
de ABSTRACCAO O
Chagas ABSTRACCAO PESSOA
é O O
uma O O
infecção O O
transmissível O O
causada O O
por O O
um O O
parasita O O
que O O
circula O O
no O O
sangue O O
e O O
ataca O O
o O O
coração O O
, O O
bem O O
como O O
órgãos O O
do O O
aparelho O O
digestivo O O
-LRI- O O
esôfago O O
e O O
intestino O O
-RRI- O O
. O O
Sua O O
transmissão O O
exige O O
a O O
participação O O
de O O
um O O
vetor O O
, O O
o O O
triatomíneo O O
conhecido O O
pelo O O
nome O O
de O O
barbeiro O O
, O O
fincão O O
, O O
chupança O O
entre O O
outras O O
dependendo O O
da O O
região O O
. O O
É O O
uma O O
doença O O
do O O
continente O O
americano O O
-LRI- O O
sul O O
dos O O
Estados LOCAL LOCAL
Unidos LOCAL LOCAL
até O O
a O O
Argentina LOCAL LOCAL
-RRI- O O
. O O
Transmissores O O
: O O
São O O
artrópodes O O
da O O
classe O O
Insecta COISA LOCAL
, O O
ordem O O
Hemiptera COISA PESSOA
, O O
família O PESSOA
Reduviidae COISA PESSOA
e O O
subfamília O PESSOA
Triatominae COISA PESSOA
. O O
Sugam O O
sangue O O
-LRI- O O
hematofágos O O
-RRI- O O
em O O
todas O O
as O O
fases O O
de O O
seu O O
ciclo O O
evolutivo O O
. O O
Vivem O O
em O TEMPO
média O TEMPO
entre TEMPO TEMPO
um TEMPO TEMPO
a TEMPO TEMPO
dois TEMPO TEMPO
anos TEMPO TEMPO
, O O
com O O
evolução O O
de O O
ovo O O
, O O
ninfa O O
e O O
adulto O O
, O O
com O O
grande O O
capacidade O O
de O O
reprodução O O
e O O
, O O
dependendo O O
da O O
espécie O O
, O O
com O O
intensa O O
resistência O O
ao O O
jejum O O
. O O
Ecologia O O
e O O
distribuição O O
. O O
Os O O
triatomíneos O O
têm O O
ampla O O
distribuição O O
geográfica O O
no O O
Novo LOCAL LOCAL
Mundo LOCAL LOCAL
, O O
desde O O
os O O
Estados LOCAL ORGANIZACAO
Unidos LOCAL ORGANIZACAO
até O O
o O O
sul O O
do O O
Chile LOCAL LOCAL
e O O
Argentina LOCAL LOCAL
, O O
existindo O O
espécies O O
que O O
são O O
tipicamente O O
silvestres O O
; O O
e O O
das O O
118 VALOR VALOR
espécies O O
conhecidas O O
, O O
105 VALOR O
são O O
do O O
Novo LOCAL LOCAL
Mundo LOCAL LOCAL
. O O
Todas O O
as O O
espécies O O
são O O
vetoras O O
em O O
potencial O O
para O O
o O O
Trypanosoma COISA LOCAL
cruzi COISA O
, O O
mas O O
seis O O
têm O O
importância O O
epidemiológica O O
na O O
América LOCAL LOCAL
do LOCAL LOCAL
Sul LOCAL LOCAL
: O O
Triatoma COISA O
infestans COISA O
, O O
T. COISA O
brasiliensis COISA O
, O O
T. COISA O
dimidiata COISA O
, O O
T. COISA O
sordida COISA O
, O O
P. COISA PESSOA
megistus COISA PESSOA
e O O
Rhodnius COISA PESSOA
prolixus COISA O
. O O
A O O
espécie O O
vetora O O
mais O O
importante O O
, O O
devido O O
ao O O
seu O O
hábito O O
quase O O
que O O
estritamente O O
doméstico O O
e O O
também O O
com O O
a O O
mais O O
extensa O O
área O O
de O O
distribuição O O
, O O
é O O
o O O
T. COISA PESSOA
infestans COISA PESSOA
, O O
encontrado O O
na O O
Argentina LOCAL LOCAL
, O O
Bolívia LOCAL LOCAL
, O O
Brasil LOCAL LOCAL
, O O
Chile LOCAL PESSOA
, O O
Paraguai LOCAL PESSOA
, O O
Peru LOCAL PESSOA
e O O
Uruguai LOCAL PESSOA
. O O
Em O O
algumas O O
localidades O O
do O O
sul O O
do O O
Brasil LOCAL LOCAL
-LRI- O O
Rio LOCAL LOCAL
Grande LOCAL LOCAL
do LOCAL LOCAL
Sul LOCAL LOCAL
-RRI- O O
, O O
sul O O
do O O
Peru LOCAL PESSOA
, O O
Bolívia LOCAL PESSOA
e O O
algumas O O
localidades O O
do O O
noroeste O O
da O O
Argentina LOCAL LOCAL
, O O
T. COISA O
infestans COISA O
também O O
tem O O
hábito O O
peridoméstico O O
, O O
ocupando O O
galinheiros O O
, O O
currais O O
etc. O O
. O O
As O O
colônias O O
em O O
ecótopos O O
artificias O O
têm O O
tendência O O
a O O
se O O
concentrarem O O
nas O O
partes O O
mais O O
altas O O
da O O
parede O O
. O O
Neste O O
gênero O O
, O O
Triatoma COISA PESSOA
, O O
um O O
exemplo O O
típico O O
é O O
dado O O
pelo O O
T. COISA O
arthurneivai COISA O
que O O
, O O
habita O O
fendas O O
de O O
pedras O O
e O O
está O O
associado O O
a O O
lagartos O O
e O O
roedores O O
. O O
É O O
encontrado O O
no O O
Brasil LOCAL LOCAL
nos O O
estados O O
da O O
Bahia LOCAL LOCAL
, O O
Minas LOCAL PESSOA
Gerais LOCAL PESSOA
e O O
São LOCAL PESSOA
Paulo LOCAL PESSOA
. O O
No O O
estado O O
de O O
São LOCAL LOCAL
Paulo LOCAL LOCAL
, O O
Rodrigues O PESSOA
et O O
al. O O
-LRI- O O
1992 TEMPO TEMPO
-RRI- O O
encontraram O O
adultos O O
da O O
referida O O
espécie O O
em O O
ecótopos O O
artificiais O O
e O O
com O O
infecção O O
natural O O
pelo O O
T. COISA O
cruzi COISA O
. O O
Ainda O O
no O O
Brasil LOCAL LOCAL
, O O
no O O
estado O O
do O O
Rio LOCAL LOCAL
Grande LOCAL LOCAL
do LOCAL LOCAL
Sul LOCAL LOCAL
, O O
no O O
Uruguai LOCAL LOCAL
e O O
no O O
norte O O
da O O
Argentina LOCAL LOCAL
encontra-se O O
outra O O
espécie O O
T. COISA O
rubrovaria COISA O
, O O
tipicamente O O
silvestre O O
que O O
convive O O
com O O
roedores O O
em O O
ambientes O O
pedregosos O O
. O O
Apresenta O O
alto O O
índice O O
de O O
infecção O O
natural O O
e O O
invade O O
os O O
domicílios O O
principalmente O O
no TEMPO O
verão TEMPO O
. O O
Na O O
Argentina LOCAL LOCAL
temos O O
mais O O
duas O O
espécies O O
deste O O
grupo O O
que O O
são O O
T. COISA O
eratyrusiformis COISA O
e O O
T. COISA O
patagonica COISA O
: O O
criam-se O O
em O O
lugares O O
pedregosos O O
e O O
alimentam-se O O
de O O
pequenos O O
roedores O O
, O O
mas O O
atacam O O
o O O
homem O O
e O O
os O O
animais O O
domésticos O O
à TEMPO O
noite TEMPO O
. O O
T. COISA O
brasiliensis COISA O
com O O
altas O O
taxas O O
de O O
infecção O O
pelo O O
T. COISA O
cruzi COISA O
é O O
o O O
vetor O O
mais O O
importante O O
no O O
nordeste O O
do O O
Brasil LOCAL LOCAL
, O O
e O O
pode O O
ser O O
encontrado O O
com O O
alguma O O
freqüência O O
em O O
domicílios O O
. O O
Tem O O
