THANKSGIVING	B-ACONTECIMENTO
África	I-OBRA
,	O
segundo	O
álbum	O
em	O
quadrinhos	O
de	O
uma	O
das	O
séries	O
mais	O
populares	O
do	O
mundo	O
.	O
O	O
livro	O
é	O
racista	O
.	O
Profundamente	O
racista	O
.	O
Colonialista	O
ao	O
limite	O
.	O
Publicado	O
em	B-TEMPO
1930	I-TEMPO
,	O
em	O
Tintin	B-OBRA
au	I-OBRA
Congo	I-OBRA
negros	O
são	O
burros	O
qual	O
portas	O
e	O
são	O
chamados	O
de	O
macacos	O
.	O
O	O
álbum	O
não	O
é	O
sequer	O
particularmente	O
bom	O
:	O
é	O
uma	O
obra	O
menor	O
na	O
coleção	O
ilustrada	O
e	O
redigida	O
por	O
Georges	B-PESSOA
Remi	I-PESSOA
,	O
que	O
se	O
assinava	O
Hergé	B-ABSTRACCAO
.	O
No	O
Reino	B-LOCAL
Unido	I-LOCAL
,	O
Tintim	B-OBRA
na	I-OBRA
África	I-OBRA
é	O
vendido	O
entre	O
os	O
livros	O
adultos	O
,	O
não	O
entre	O
os	O
juvenis	O
,	O
justamente	O
por	O
conta	O
do	O
conteúdo	O
racista	O
.	O
Traz	O
na	O
capa	O
um	O
alerta	O
.	O
Já	O
velho	O
,	O
antes	O
de	O
morrer	O
,	O
Hergé	B-PESSOA
falou	O
da	O
obra	O
.	O
"	O
Quando	O
jovem	O
,	O
disse	O
,	O
"	O
fui	O
muito	O
influenciado	O
pelos	O
preconceitos	O
e	O
estereótipos	O
burgueses	O
do	O
tempo	O
.	O
Ele	O
listava	O
Tintim	B-OBRA
na	I-OBRA
África	I-OBRA
entre	O
seus	O
pecados	O
de	O
juventude	O
.	O
Hergé	B-PESSOA
é	O
autor	O
de	O
algumas	O
das	O
coisas	O
mais	O
geniais	O
e	O
profundas	O
da	O
história	O
dos	O
quadrinhos	O
.	O
Inclua	O
-	O
se	O
na	O
lista	O
sua	O
obra	O
prima	O
,	O
Tintim	B-OBRA
no	I-OBRA
Tibete	I-OBRA
,	O
na	O
qual	O
o	O
jovem	O
repórter	O
embrenha	O
-	O
se	O
pelas	O
montanhas	O
geladas	O
na	O
tentativa	O
de	O
encontrar	O
Chang	B-PESSOA
,	O
seu	O
amigo	O
chinês	O
,	O
único	O
sobrevivente	O
de	O
um	O
acidente	O
de	O
avião	O
.	O
O	O
livro	O
,	O
de	B-TEMPO
1960	I-TEMPO
,	O
é	O
místico	O
,	O
orientalizado	O
,	O
respeitoso	O
-	O
tolerante	O
e	O
fascinado	O
com	O
o	O
encontro	O
de	O
culturas	O
distintas	O
.	O
O	O
governo	O
britânico	O
não	O
está	O
censurando	O
:	O
pede	O
que	O
as	O
livrarias	O
cooperem	O
interrompendo	O
a	O
venda	O
.	O
Tintim	B-OBRA
na	I-OBRA
África	I-OBRA
faz	O
parte	O
de	O
uma	O
coleção	O
de	O
23	B-VALOR
álbuns	O
.	O
Se	O
é	O
mais	O
imaturo	O
-	O
e	O
é	O
-	O
também	O
é	O
um	O
retrato	O
de	O
como	O
a	O
burguesia	O
européia	O
via	O
o	O
resto	O
do	O
mundo	O
nos	B-TEMPO
anos	I-TEMPO
1930	I-TEMPO
.	O
Se	O
o	O
racismo	O
nos	O
incomoda	O
hoje	B-TEMPO
,	O
se	O
mesmo	O
racistas	O
envergonham	O
-	O
se	O
de	O
demonstrar	O
o	O
que	O
pensam	O
,	O
é	O
por	O
conta	O
de	O
tragédias	O
e	O
lutas	O
que	O
,	O
entre	O
o	O
Holocausto	B-ACONTECIMENTO
e	O
Luther	B-PESSOA
King	I-PESSOA
,	O
remodelaram	O
nossa	O
percepção	O
do	O
mundo	O
.	O
Esquecer	O
que	O
o	O
racismo	O
era	O
natural	O
há	B-TEMPO
oitenta	I-TEMPO
anos	I-TEMPO
é	O
desdenhar	O
do	O
esforço	O
envolvido	O
em	O
dominá	O
-	O
lo	O
.	O
Se	O
deixamos	O
de	O
ler	O
os	O
registros	O
cotidianos	O
daquele	B-TEMPO
tempo	I-TEMPO
-	O
como	O
Tintim	B-OBRA
na	I-OBRA
África	I-OBRA
-	O
,	O
estimulamos	O
este	O
esquecimento	O
.	O
Nenhuma	O
obra	O
deve	O
ser	O
lida	O
ignorando	O
a	O
época	O
na	O
qual	O
foi	O
escrita	O
.	O
O	O
intervalo	O
entre	O
Tintim	B-OBRA
na	I-OBRA
África	I-OBRA
e	O
Tintim	B-OBRA
no	I-OBRA
Tibete	I-OBRA
mostra	O
ao	O
leitor	O
de	O
Hergé	B-PESSOA
a	O
mudança	O
do	O
autor	O
.	O
Certamente	O
ele	O
não	O
seria	O
lembrado	O
se	O
tivesse	O
deixado	O
apenas	O
aqueles	O
primeiros	O
álbuns	O
.	O
Mas	O
como	O
cresceu	O
entre	O
um	O
e	O
outro	O
.	O
